"","Year","temp.demain","Predicted"
"72",2012-07-29,18.22,19.3399763279735
"73",2012-09-01,15.09,13.1202920612126
"74",2012-09-05,16.61,18.0394472966524
"75",2012-09-07,19.14,17.2402294225875
"76",2012-09-17,18.19,16.8474673365425
"77",2012-10-21,17.31,16.9014705437138
"78",2012-11-04,8.58,11.3100507122669
"79",2012-11-10,9.38,9.75285431208572
"80",2012-11-24,10.65,10.0445853296695
"81",2012-12-10,-0.75,1.76607035173993
"82",2012-12-14,7.54,2.92314028192466
"83",2012-12-16,7.24,6.57667788314486
"84",2012-12-30,5.12,7.201859838345
"85",2013-01-17,-1.75,-1.90842426559935
"86",2013-01-21,2.77,1.42478707978453
"87",2013-01-31,9.98,9.14194028337142
"88",2013-02-04,6.72,4.25387240476127
"89",2013-02-10,1.23,-0.84003830535366
"90",2013-02-16,3.07,3.87548903024914
"91",2013-02-20,0.33,3.90843478137251
"92",2013-03-12,2.03,6.52782940025956
"93",2013-03-16,6.11,5.27432333348507
"94",2013-03-18,6.37,5.09486520696631
"95",2013-03-20,6.48,5.87839402904642
"96",2013-04-11,11.43,13.3249382475879
"97",2013-04-17,17.57,18.2020070445947
"98",2013-04-21,11.96,10.4467446625044
"99",2013-05-01,15.61,13.4156482671909
"100",2013-05-03,13.59,11.8160192014366
"101",2013-05-15,11.69,13.3970308535638
"102",2013-05-27,14.77,14.6993958482744
"103",2013-06-04,18,17.9246463265004
"104",2013-06-20,18.98,20.5021684486944
"105",2013-07-04,20.65,19.6579728092296
"106",2013-07-06,22.27,23.1872425497954
"107",2013-07-16,23.59,23.0160785212704
"108",2013-07-24,24.98,24.6117210459729
"109",2013-08-05,25.8,25.5748918563795
"110",2013-08-07,19.56,19.2876128315259
"111",2013-08-17,24.15,24.0816145691831
"112",2013-09-10,13.52,13.9146826099662
"113",2013-09-22,16.56,15.8066653846391
"114",2013-10-02,15.5,13.289989432924
"115",2013-10-04,17.78,17.6990535522548
"116",2013-10-22,14.67,15.2369254911407
"117",2013-11-05,12.62,7.8036483297405
"118",2013-11-09,8.07,10.1395035630345
"119",2013-11-23,4.93,4.14336194324487
"120",2013-12-13,2.83,4.47058682278301
"121",2013-12-17,6.41,5.66009500811438
"122",2013-12-25,4.37,5.11760449933154
"123",2013-12-29,2.99,4.05895474507152
"124",2014-01-28,2.92,3.91757389451969
"125",2014-01-30,3.95,3.23906361606887
"126",2014-02-09,5.86,5.04085168986876
"127",2014-03-11,9.33,9.87208189022026
"128",2014-03-19,12.56,12.6135285837535
"129",2014-04-02,17.97,16.8979750470351
"130",2014-04-04,15.42,15.6687710623841
"131",2014-04-18,10.03,8.20911789843984
"132",2014-05-08,16.95,15.81546905088
"133",2014-05-14,10.62,10.6843756985817
"134",2014-05-16,13.68,13.9502300351757
"135",2014-05-18,18,16.9609128882153
"136",2014-05-24,17.12,15.6216998223153
"137",2014-05-28,15.81,13.81561915845
"138",2014-06-19,18.71,19.6004216539207
"139",2014-07-05,24.33,19.5973497180538
"140",2014-07-17,25.51,25.7408697640333
"141",2014-08-02,20.21,19.7133556206665
"142",2014-08-04,19.73,20.4396214650027
"143",2014-08-22,15.98,17.2793451130992
"144",2014-08-28,19.33,19.2365512310125
"145",2014-08-30,17.08,18.9071928111947
"146",2014-09-03,19.16,15.6888535493796
"147",2014-09-05,20.82,19.0277322567874
"148",2014-09-27,18,16.2384829002791
"149",2014-10-05,15.41,15.1089652967752
"150",2014-10-09,17.28,17.9143359653766
"151",2014-10-19,18.59,16.7775245181809
"152",2014-10-21,7.91,14.1930972930975
"153",2014-10-29,13.19,11.5775597630726
"154",2014-11-12,10.27,9.19270362119432
"155",2014-12-06,3.49,3.81338700996699
"156",2014-12-08,2.23,4.4883243499631
"157",2014-12-10,5.74,4.12393276302537
"158",2014-12-14,9.27,10.0434912128519
"159",2015-01-05,3.22,2.92743576243773
"160",2015-01-07,6.77,5.17084017771475
"161",2015-01-31,1.54,1.43984326271332
"162",2015-02-12,6.9,6.28733475245705
"163",2015-02-18,3.1,3.74624779285063
"164",2015-02-22,4.85,3.78223396953757
"165",2015-02-26,4.74,6.00502491502347
"166",2015-02-28,7.65,3.99906400616301
"167",2015-03-16,10.31,10.3014345352795
"168",2015-04-01,6.51,5.92728080060856
"169",2015-04-03,6.46,8.65328054363621
"170",2015-04-11,14.09,13.6092866491151
"171",2015-04-27,10.48,12.4509375171212
"172",2015-05-01,12.69,10.7684328696422
"173",2015-05-11,22.24,20.3832479139366
"174",2015-06-02,21.27,21.1709186084028
"175",2015-06-10,22,20.7096354860638
"176",2015-06-18,15.94,18.1317131016205
"177",2015-06-22,14.93,19.2121833623794
"178",2015-07-06,27.9,23.5751981570555
"179",2015-07-14,24.02,23.5357054807692
"180",2015-07-28,17.02,18.0074590391281
"181",2015-07-30,17.7,17.7277243179004
"182",2015-08-25,20.14,19.4006655229623
"183",2015-09-02,16.79,15.4030156849431
"184",2015-09-04,14.68,16.0648688335639
"185",2015-09-14,15.19,16.2384765556292
"186",2015-09-16,16.03,16.6643597651782
"187",2015-09-26,12.81,14.4126453983081
"188",2015-10-04,15.54,13.4341135531426
"189",2015-10-10,11.27,11.9751026464011
"190",2015-10-14,5.34,6.92342165608871
"191",2015-10-16,7.23,7.78776034821342
"192",2015-11-11,10.56,10.3087673841085
"193",2015-11-19,13.9,11.91272573681
"194",2015-12-01,8.29,9.6693771005723
"195",2015-12-07,7.7,9.19761591264607
"196",2015-12-11,6.64,6.12500689080972
"197",2015-12-13,5.91,7.06807233681768
"198",2015-12-17,9.95,10.7910517094605
"199",2016-01-02,6.7,5.57915435492037
"200",2016-01-18,2.48,-1.08621627366788
"201",2016-02-01,11,10.2569738901318
"202",2016-02-17,4.75,3.49647249444083
"203",2016-02-25,3.16,2.94418239054632
"204",2016-02-29,3.59,2.37016607153974
"205",2016-03-04,5.4,4.59037481363575
"206",2016-03-06,3.49,2.14881342391225
"207",2016-03-30,14.44,13.7544036274215
"208",2016-04-25,6.25,6.47323628638175
"209",2016-05-25,19.34,15.8716107182239
"210",2016-05-29,16.25,14.1178798103158
"211",2016-06-02,14.91,15.3695736655627
"212",2016-06-04,16.45,16.0186517044424
"213",2016-06-06,19.65,19.2584829824477
"214",2016-06-12,14.99,15.2177459762218
"215",2016-06-18,14.03,14.5598136659907
"216",2016-06-26,17.08,17.9701597975265
"217",2016-07-28,21.51,19.2799138961936
"218",2016-07-30,20.02,23.1206949011851
"219",2016-08-11,18.93,16.6229249435128
"220",2016-08-17,19.7,21.4762477378199
"221",2016-08-19,19.24,20.4249276922246
"222",2016-08-23,22.89,22.5244640038413
"223",2016-09-02,23.34,22.3074849690676
"224",2016-09-04,18.11,19.026887302737
"225",2016-09-30,17.21,17.8524057960166
"226",2016-10-02,13.18,13.6857810043033
"227",2016-10-08,9,10.1974654935284
"228",2016-10-12,8.03,7.99671312375772
"229",2016-10-16,15.25,13.5277342608649
"230",2016-11-03,8.26,6.90034542242953
"231",2016-11-17,11.85,9.98631340061502
"232",2016-11-21,10.43,10.8969093632573
"233",2016-12-01,2.7,4.52116248227178
"234",2016-12-11,3.81,4.82096963555497
"235",2016-12-13,5.05,4.63462528540006
"236",2016-12-17,3.83,5.30948294155256
"237",2016-12-21,5.35,3.99666266501719
"238",2016-12-27,2.06,4.56935942559572
"239",2017-01-06,-2.88,-2.65899295559008
"240",2017-01-16,-2.29,-1.22842069654285
"241",2017-02-17,6.88,9.29550758453107
"242",2017-02-21,10.48,9.64683572091495
"243",2017-03-05,5.1,5.83038582105738
"244",2017-03-09,8.81,10.4789660450398
"245",2017-04-10,11.02,16.6173561248985
"246",2017-04-12,12.11,12.3873677505384
"247",2017-04-22,8.73,11.4363027959677
"248",2017-04-26,6.54,5.16730096706094
"249",2017-05-10,16.14,13.8032472171934
"250",2017-05-14,16.28,15.2677060773562
"251",2017-05-18,11.63,16.6753372220683
"252",2017-05-26,21.1,19.158059633905
"253",2017-06-01,20.91,19.6444396313802
"254",2017-06-13,21.87,19.6113043609692
"255",2017-06-17,19.84,19.1449976764999
"256",2017-06-19,26.41,24.5680985435237
"257",2017-06-23,22.58,25.4128766640844
"258",2017-06-29,16.41,15.1627690188553
"259",2017-07-13,18.82,18.6052048056662
"260",2017-07-27,21.2,20.1722138831088
"261",2017-08-12,20,17.6872695060992
"262",2017-08-28,24.44,26.0602403127876
"263",2017-08-30,18.16,23.4317957761169
"264",2017-09-03,16.8,15.6468215265005
"265",2017-09-05,19.54,19.3802260517802
"266",2017-09-11,13.89,12.4438334809704
"267",2017-09-15,11.26,12.8874462733021
"268",2017-09-27,19.11,17.3560942628988
"269",2017-10-07,12.33,11.8729289215871
"270",2017-10-15,18.09,17.3742156027362
"271",2017-10-19,16.65,16.201855322686
"272",2017-11-10,8.74,7.50584067687647
"273",2017-11-16,4.99,4.05324572547567
"274",2017-11-26,4.78,4.00885808392999
"275",2017-11-30,0.36,1.84596544181015
"276",2017-12-04,3.93,2.70713451676257
"277",2017-12-18,2.37,0.299834416004414
"278",2018-01-15,7.28,3.74917976418165
"279",2018-01-17,6.28,2.29688176169531
"280",2018-01-27,6.27,6.90146721833496
"281",2018-02-12,1.23,2.02706378454885
"282",2018-02-14,4.07,2.873451604606
"283",2018-02-18,2.05,2.66381424271758
"284",2018-02-28,-1.07,-2.89703947613376
"285",2018-03-12,7.84,8.39673790821317
"286",2018-05-17,15.3,13.8091027626221
"287",2018-05-23,18.99,15.5912116260084
"288",2018-06-02,21.61,20.5753267806176
"289",2018-06-06,19.3,20.1965769965357
"290",2018-06-14,19.58,19.3601341699165
